Date,Open,High,Low,Close,Adj Close,Volume
2010-02-15,170.0,170.375,167.5833282470703,167.9583282470703,102.76072692871094,1199950
2010-02-16,168.25,169.3333282470703,167.2916717529297,169.0416717529297,103.42357635498047,1219861
2010-02-17,170.4166717529297,170.5833282470703,167.625,168.1666717529297,102.88823699951172,2331838
2010-02-18,168.1666717529297,171.5833282470703,167.5,170.9166717529297,104.57075500488281,2694157
2010-02-19,168.3333282470703,170.7083282470703,165.7083282470703,168.1666717529297,102.88823699951172,5307267
2010-02-22,170.75,170.75,167.625,168.5416717529297,103.11763000488281,5054958
2010-02-23,168.3333282470703,168.8333282470703,167.7083282470703,168.0416717529297,102.81172943115234,4251614
2010-02-24,164.1666717529297,170.7916717529297,164.1666717529297,170.3333282470703,104.21380615234375,6411043
2010-02-25,170.75,170.75,166.1666717529297,166.75,102.02143859863281,8163273
2010-02-26,167.25,170.4166717529297,167.0,169.2083282470703,103.52550506591797,13010078
2010-03-02,169.5,170.8333282470703,168.5416717529297,168.9583282470703,103.3725814819336,2642516
2010-03-03,169.0,173.4583282470703,168.9583282470703,172.75,105.69241333007812,8025309
2010-03-04,173.3333282470703,173.625,171.8333282470703,172.375,105.46295928955078,5607044
2010-03-05,173.25,173.5,171.1666717529297,171.625,105.00410461425781,4150608
2010-03-08,170.875,173.25,169.75,170.9583282470703,104.5962142944336,3869247
2010-03-09,171.1666717529297,171.5416717529297,168.6666717529297,169.1666717529297,103.5000228881836,3819248
2010-03-10,169.8333282470703,170.125,166.2916717529297,167.0,102.17440032958984,7782768
2010-03-11,167.25,169.6666717529297,166.2916717529297,168.9583282470703,103.3725814819336,3207786
2010-03-12,169.5833282470703,169.75,166.5833282470703,166.75,102.02143859863281,3699648
2010-03-15,166.1666717529297,168.5416717529297,166.1666717529297,168.0416717529297,102.81172943115234,2860820
2010-03-16,168.2083282470703,169.875,168.0416717529297,169.2083282470703,103.52550506591797,2052349
2010-03-17,169.5833282470703,171.0416717529297,169.0,170.0833282470703,104.06085205078125,3515582
2010-03-18,169.5833282470703,169.5833282470703,167.5833282470703,167.875,104.24195861816406,2088818
2010-03-19,169.125,169.5833282470703,167.625,169.0,104.94056701660156,2356192
2010-03-22,169.1666717529297,169.1666717529297,167.1666717529297,168.1666717529297,104.423095703125,2433463
2010-03-23,169.5833282470703,170.0416717529297,167.9583282470703,169.625,105.32861328125,3197042
2010-03-25,169.625,169.625,165.0416717529297,167.2083282470703,103.8280029296875,9410468
2010-03-26,167.6666717529297,169.3333282470703,167.5416717529297,168.7916717529297,104.81116485595703,2260155
2010-03-29,168.7916717529297,169.9166717529297,167.875,169.3333282470703,105.14753723144531,2700465
2010-03-30,169.2083282470703,169.7916717529297,168.8333282470703,169.1666717529297,105.04402160644531,2511181
2010-03-31,169.1666717529297,173.5,168.9166717529297,172.7083282470703,107.24322509765625,6598852
2010-04-01,172.7083282470703,173.9166717529297,171.5416717529297,173.0833282470703,107.47605895996094,3647560
2010-04-05,173.3333282470703,174.4583282470703,172.0833282470703,174.1666717529297,108.14879608154297,3352753
2010-04-06,175.0833282470703,176.0416717529297,172.7083282470703,174.875,108.5886459350586,5329093
2010-04-07,175.0,176.625,174.25,176.2083282470703,109.41659545898438,4207862
2010-04-08,176.625,177.0,174.375,175.3333282470703,108.87325286865234,2665147
2010-04-09,175.3333282470703,176.875,174.7916717529297,176.4166717529297,109.54593658447266,2590351
2010-04-12,174.75,177.125,172.9166717529297,173.25,107.57960510253906,2240896
2010-04-13,174.5833282470703,175.2083282470703,172.75,174.4166717529297,108.30402374267578,2202954
2010-04-15,176.6666717529297,176.6666717529297,173.25,174.5,108.35577392578125,3038510
2010-04-16,173.6666717529297,174.625,172.4166717529297,172.875,107.34669494628906,1670092
2010-04-19,171.5,174.0833282470703,169.3333282470703,171.9583282470703,106.77753448486328,2899968
2010-04-20,172.0833282470703,173.75,170.4583282470703,171.25,106.33767700195312,2047052
2010-04-21,171.8333282470703,172.9166717529297,171.3333282470703,172.3333282470703,107.01036834716797,1693617
2010-04-22,171.6666717529297,173.3333282470703,170.9166717529297,172.2083282470703,106.93273162841797,1746073
2010-04-23,173.3333282470703,173.3333282470703,170.2083282470703,170.6666717529297,105.97547149658203,2619820
2010-04-26,172.3333282470703,172.3333282470703,170.2083282470703,170.6666717529297,105.97547149658203,1042611
2010-04-27,170.6666717529297,172.3333282470703,170.0833282470703,172.0416717529297,106.8292465209961,1405560
2010-04-28,170.875,172.4166717529297,170.2916717529297,171.7916717529297,106.67401885986328,2816089
2010-04-29,171.1666717529297,173.0833282470703,169.0833282470703,169.3333282470703,105.14753723144531,3384128
2010-04-30,170.0,174.25,169.6666717529297,172.9583282470703,107.3984375,4619622
2010-05-03,172.0,173.3333282470703,170.4583282470703,170.7916717529297,106.05307006835938,827810
2010-05-04,170.7916717529297,171.9583282470703,169.5833282470703,170.0833282470703,105.61323547363281,2149497
2010-05-05,167.5,171.625,167.5,170.9583282470703,106.15655517578125,3286635
2010-05-06,171.5833282470703,171.5833282470703,169.1666717529297,170.0416717529297,105.58736419677734,2085410
2010-05-07,170.0416717529297,171.6666717529297,167.6666717529297,168.8333282470703,104.83704376220703,8640880
2010-05-10,170.0,171.625,169.1666717529297,171.0416717529297,106.20830535888672,2136246
2010-05-11,171.6666717529297,171.6666717529297,169.2916717529297,170.75,106.02721405029297,2982516
2010-05-12,170.4166717529297,172.0833282470703,170.0416717529297,171.875,106.72579193115234,2362406
2010-05-13,171.25,173.7083282470703,171.25,173.125,107.50196838378906,4052253
2010-05-14,173.125,173.5,170.9583282470703,171.5416717529297,106.518798828125,3066765
2010-05-17,170.0416717529297,171.5416717529297,168.3333282470703,170.0,105.56149291992188,2378592
2010-05-18,169.1666717529297,171.5416717529297,168.3333282470703,170.9583282470703,106.15655517578125,2819979
2010-05-19,173.3333282470703,173.3333282470703,166.9166717529297,168.1666717529297,104.423095703125,2175070
2010-05-20,168.1666717529297,171.5416717529297,166.0,170.4583282470703,105.8460693359375,3287722
2010-05-21,169.1666717529297,170.0,162.9583282470703,163.5,101.52533721923828,7112720
2010-05-24,165.8333282470703,166.25,163.5416717529297,165.1666717529297,102.56022644042969,2011362
2010-05-25,165.1666717529297,165.7083282470703,158.4166717529297,160.5833282470703,99.7142105102539,4722848
2010-05-26,161.6666717529297,165.0,159.4166717529297,162.6666717529297,101.00785827636719,3489866
2010-05-27,163.7083282470703,165.7083282470703,160.0,164.4583282470703,102.1203842163086,5581928
2010-05-28,165.4166717529297,168.0,163.3333282470703,167.5833282470703,104.06088256835938,2360372
2010-05-31,167.5,169.875,166.1666717529297,168.5833282470703,104.68180847167969,2564688
2010-06-01,169.1666717529297,169.8333282470703,164.1666717529297,164.75,102.30145263671875,2620576
2010-06-02,165.0,166.2083282470703,163.3333282470703,164.5833282470703,102.19801330566406,2471930
2010-06-03,166.6666717529297,169.1666717529297,166.25,168.5833282470703,104.68180847167969,2389141
2010-06-04,168.4166717529297,170.25,168.0,168.5,104.63008880615234,1924441
2010-06-07,168.3333282470703,168.3333282470703,164.1666717529297,166.5416717529297,103.41403198242188,1329100
2010-06-08,166.6666717529297,168.0,165.5416717529297,166.7916717529297,103.56929016113281,1545310
2010-06-09,167.3333282470703,167.3333282470703,165.0833282470703,165.5,102.76721954345703,2117816
2010-06-10,165.9166717529297,167.0,165.5833282470703,166.6666717529297,103.49165344238281,1295258
2010-06-11,166.6666717529297,168.3333282470703,166.0416717529297,166.5833282470703,103.4399185180664,1596361
2010-06-14,168.2083282470703,168.2083282470703,165.2083282470703,166.625,103.4657974243164,2223057
2010-06-15,165.875,169.1666717529297,165.4166717529297,168.4583282470703,104.60421752929688,2219012
2010-06-16,167.5,169.1666717529297,165.9583282470703,167.0416717529297,103.72450256347656,1372851
2010-06-17,167.5,167.7083282470703,165.1666717529297,166.4583282470703,103.36225891113281,1790392
2010-06-18,167.5,168.3333282470703,165.4166717529297,167.3333282470703,103.90560150146484,2648188
2010-06-21,170.75,170.75,167.3333282470703,167.6666717529297,104.11261749267578,2178442
2010-06-22,167.0833282470703,167.9166717529297,166.0833282470703,166.375,103.31051635742188,1322143
2010-06-23,166.375,166.5416717529297,163.3333282470703,163.9583282470703,101.80990600585938,3543240
2010-06-24,164.1666717529297,164.875,161.75,162.1666717529297,100.69739532470703,3772088
2010-06-25,162.6666717529297,164.7083282470703,162.125,163.3333282470703,101.42184448242188,1818379
2010-06-28,162.9166717529297,166.0416717529297,162.9166717529297,165.7916717529297,102.94833374023438,2545873
2010-06-29,165.8333282470703,166.6666717529297,164.2916717529297,164.625,102.2238998413086,1796288
2010-06-30,162.5833282470703,167.0,162.5833282470703,166.3333282470703,103.28467559814453,2564043
2010-07-01,165.8333282470703,168.25,164.4166717529297,166.625,103.4657974243164,2209051
2010-07-02,167.0833282470703,169.1666717529297,166.7916717529297,168.7083282470703,104.75942993164062,2618432
2010-07-05,169.1666717529297,169.8333282470703,165.7083282470703,166.625,103.4657974243164,2026903
2010-07-06,166.6666717529297,168.0,166.25,167.25,103.85387420654297,1294700
2010-07-07,166.6666717529297,168.0833282470703,166.2916717529297,167.0833282470703,103.75039672851562,1568584
2010-07-08,167.5,167.8333282470703,166.0,166.1666717529297,103.1811752319336,2222050
2010-07-09,166.6666717529297,167.7083282470703,164.8333282470703,165.1666717529297,102.56022644042969,3413132
2010-07-12,165.7083282470703,167.75,165.6666717529297,166.1666717529297,103.1811752319336,3877160
2010-07-13,166.25,167.3333282470703,165.9583282470703,166.2916717529297,103.25881958007812,2598468
2010-07-14,166.8333282470703,167.75,165.4583282470703,165.9583282470703,103.05181121826172,1475091
2010-07-15,166.0416717529297,166.5,164.7916717529297,165.7083282470703,102.8965835571289,1046527
2010-07-16,167.4583282470703,167.4583282470703,164.5416717529297,165.4166717529297,102.71549224853516,1320354
2010-07-19,165.8333282470703,170.4166717529297,164.9166717529297,168.875,104.8629379272461,2819647
2010-07-20,169.5833282470703,170.6666717529297,168.5416717529297,169.3333282470703,105.14753723144531,2514470
2010-07-21,169.8333282470703,170.0,168.375,169.0,104.94056701660156,736338
2010-07-22,168.75,171.2083282470703,167.75,170.3333282470703,105.76847076416016,1106432
2010-07-23,171.5833282470703,171.6666717529297,167.7083282470703,168.3333282470703,104.52657318115234,1721606
2010-07-26,168.6666717529297,169.0833282470703,166.75,168.125,104.397216796875,1454859
2010-07-27,167.9166717529297,170.4166717529297,165.4583282470703,167.7916717529297,104.19023132324219,2624084
2010-07-28,167.7916717529297,168.2916717529297,165.5833282470703,166.0416717529297,103.10356903076172,1501959
2010-07-29,166.6666717529297,167.2916717529297,165.4166717529297,166.25,103.23290252685547,2408622
2010-07-30,166.6666717529297,166.6666717529297,165.0,165.625,102.84483337402344,1110567
2010-08-02,166.6666717529297,167.0,164.7916717529297,165.0833282470703,102.50849914550781,1143511
2010-08-03,165.8333282470703,166.1666717529297,164.6666717529297,164.9583282470703,102.430908203125,1079311
2010-08-04,165.4166717529297,167.5,164.25,166.4583282470703,103.36225891113281,1395531
2010-08-05,166.0,167.0833282470703,164.875,165.2083282470703,102.58611297607422,997657
2010-08-06,165.2083282470703,166.0,164.1666717529297,164.3333282470703,102.04276275634766,947401
2010-08-09,165.0,166.5833282470703,164.5833282470703,166.25,103.23290252685547,1716368
2010-08-10,166.6666717529297,166.6666717529297,163.25,163.625,101.60294342041016,1595868
2010-08-11,163.75,164.6666717529297,163.0833282470703,163.375,101.44769287109375,1290968
2010-08-12,163.4166717529297,163.5416717529297,160.1666717529297,161.75,100.43865203857422,2179110
2010-08-13,162.5,163.9583282470703,161.25,163.125,101.29247283935547,1606116
2010-08-16,163.3333282470703,164.7916717529297,162.7083282470703,163.6666717529297,101.62881469726562,887950
2010-08-17,164.375,164.375,161.5416717529297,162.4166717529297,100.85262298583984,1787750
2010-08-18,162.9166717529297,163.3333282470703,161.6666717529297,162.3333282470703,100.80085754394531,1699315
2010-08-19,162.5,163.0,161.3333282470703,161.7083282470703,100.41279602050781,1150381
2010-08-20,161.8333282470703,162.4583282470703,160.7083282470703,161.0416717529297,99.99883270263672,1265514
2010-08-23,161.3333282470703,162.5833282470703,160.6666717529297,161.8333282470703,100.49040985107422,1111324
2010-08-24,163.0,163.75,161.0416717529297,161.2916717529297,100.15404510498047,1090456
2010-08-25,161.2916717529297,162.9583282470703,161.0833282470703,161.5,100.28341674804688,1082428
2010-08-26,162.0,167.3333282470703,161.6666717529297,165.4583282470703,102.74134063720703,5067781
2010-08-27,165.0,166.4166717529297,162.5,163.7083282470703,101.65469360351562,1073128
2010-08-30,165.0,165.0,162.2916717529297,162.8333282470703,101.11136627197266,1515855
2010-08-31,162.8333282470703,164.0833282470703,161.75,163.2916717529297,101.39595031738281,2563848
2010-09-01,163.4166717529297,164.9166717529297,162.8333282470703,164.625,102.2238998413086,724122
2010-09-02,165.4166717529297,165.4166717529297,162.5833282470703,163.0,101.2148208618164,1095507
2010-09-03,163.3333282470703,163.8333282470703,162.5,163.375,101.44769287109375,814602
2010-09-06,164.8333282470703,164.8333282470703,158.4166717529297,163.8333282470703,101.73230743408203,1322847
2010-09-07,164.0833282470703,167.25,163.4583282470703,166.375,103.31051635742188,2671492
2010-09-08,165.3333282470703,166.5833282470703,164.5833282470703,166.2083282470703,103.62228393554688,2224230
2010-09-09,164.0833282470703,169.5833282470703,163.4583282470703,168.875,105.28479766845703,2728461
2010-09-13,170.7083282470703,173.75,168.4583282470703,173.0,107.85652923583984,4756633
2010-09-14,172.5,174.1666717529297,170.0,171.5833282470703,106.97331237792969,3681516
2010-09-15,171.5833282470703,173.2083282470703,170.6666717529297,172.4166717529297,107.49287414550781,3980922
2010-09-16,171.6666717529297,174.5833282470703,171.0416717529297,172.0416717529297,107.2590560913086,5955370
2010-09-17,172.5,173.3333282470703,170.6666717529297,171.9583282470703,107.20712280273438,6248700
2010-09-20,173.0,173.0,170.0,171.0833282470703,106.66160583496094,3600381
2010-09-21,172.0416717529297,174.5416717529297,170.5,173.3333282470703,108.06433868408203,7343925
2010-09-22,173.3333282470703,174.375,172.2083282470703,173.625,108.24617004394531,8017502
2010-09-23,173.7916717529297,175.5833282470703,171.5416717529297,172.8333282470703,107.75260162353516,4543156
2010-09-24,171.6666717529297,175.0,171.0416717529297,174.4166717529297,108.73974609375,7266513
2010-09-27,174.5833282470703,179.75,174.3333282470703,178.8333282470703,111.49332427978516,10490757
2010-09-28,178.8333282470703,183.3333282470703,178.3333282470703,182.9166717529297,114.0390625,10173174
2010-09-29,183.3333282470703,184.3333282470703,179.9166717529297,180.8333282470703,112.74021911621094,5638495
2010-09-30,180.8333282470703,182.3333282470703,179.25,180.7916717529297,112.7142562866211,5063836
2010-10-01,181.5416717529297,183.3333282470703,180.5833282470703,182.875,114.0130844116211,3982591
2010-10-04,184.2916717529297,185.25,181.0416717529297,181.625,113.23377227783203,2368074
2010-10-05,181.8333282470703,182.8333282470703,179.5833282470703,180.0833282470703,112.27265167236328,2993239
2010-10-06,180.8333282470703,182.2083282470703,180.2083282470703,180.5,112.53238677978516,3476830
2010-10-07,180.5833282470703,181.0833282470703,178.5416717529297,179.2083282470703,111.7271499633789,4333806
2010-10-08,179.4166717529297,180.5416717529297,177.2083282470703,178.875,111.51929473876953,2509489
2010-10-11,179.3333282470703,180.4166717529297,176.1666717529297,177.625,110.73998260498047,1371399
2010-10-12,177.9166717529297,177.9166717529297,174.75,175.25,109.25929260253906,2842122
2010-10-13,175.25,175.9166717529297,172.1666717529297,173.375,108.09033203125,8118037
2010-10-14,174.0833282470703,175.4166717529297,167.5,168.7916717529297,105.23285675048828,6285516
2010-10-15,169.9166717529297,171.5,169.0,170.25,106.14205169677734,4786064
2010-10-18,170.8333282470703,173.2083282470703,168.375,172.8333282470703,107.75260162353516,3748152
2010-10-19,172.8333282470703,173.3333282470703,169.5833282470703,170.2083282470703,106.11608123779297,2264584
2010-10-20,169.375,173.1666717529297,169.375,171.1666717529297,106.7135238647461,2297487
2010-10-21,172.5833282470703,173.3333282470703,170.8333282470703,171.4166717529297,106.86943054199219,3100713
2010-10-22,172.2083282470703,172.3333282470703,169.6666717529297,170.0,105.98616027832031,3412359
2010-10-25,170.0833282470703,174.1666717529297,170.0833282470703,172.9583282470703,107.8305435180664,4421438
2010-10-26,173.2916717529297,173.875,170.2916717529297,171.0416717529297,106.6356201171875,2505402
2010-10-27,170.8333282470703,171.3333282470703,164.6666717529297,165.2083282470703,102.99881744384766,8378794
2010-10-28,165.0416717529297,166.25,160.25,161.7083282470703,100.81672668457031,13440540
2010-10-29,163.1666717529297,165.3333282470703,161.8333282470703,162.75,101.46617889404297,5231710
2010-11-01,165.0833282470703,165.0833282470703,160.625,161.0,100.37516021728516,4497510
2010-11-02,161.6666717529297,162.7083282470703,161.0,161.4583282470703,100.66091918945312,1851561
2010-11-03,162.5,162.9166717529297,160.625,161.0,100.37516021728516,2959070
2010-11-04,161.75,162.75,161.6666717529297,162.25,101.15446472167969,2129278
2010-11-08,164.0833282470703,164.0833282470703,160.5416717529297,160.8333282470703,100.27123260498047,4264338
2010-11-09,161.5,161.9583282470703,160.5833282470703,161.5833282470703,100.73884582519531,2229834
2010-11-10,161.4583282470703,162.4583282470703,161.125,161.75,100.84273529052734,1660956
2010-11-11,161.75,162.5,159.8333282470703,160.375,99.98548889160156,1651270
2010-11-12,160.4166717529297,161.625,159.7916717529297,160.1666717529297,99.85563659667969,1932042
2010-11-15,160.4166717529297,160.75,157.25,157.9166717529297,98.45286560058594,3110593
2010-11-16,159.0416717529297,159.0416717529297,155.0833282470703,155.9166717529297,97.20597076416016,4113303
2010-11-18,159.0,159.0833282470703,155.2083282470703,156.5416717529297,97.5956039428711,4636971
2010-11-19,155.9583282470703,157.3333282470703,152.5833282470703,153.4583282470703,95.67333984375,4005283
2010-11-22,155.25,155.25,151.6666717529297,152.7083282470703,95.20572662353516,3834051
2010-11-23,152.4166717529297,153.25,147.7083282470703,150.0,93.51724243164062,4411399
2010-11-24,151.3333282470703,151.7083282470703,147.5,148.4583282470703,92.55606842041016,2631566
2010-11-25,149.2083282470703,151.4166717529297,146.7083282470703,147.4583282470703,91.93262481689453,5895100
2010-11-26,148.3333282470703,149.9166717529297,146.125,147.5,91.95858764648438,7725027
2010-11-29,149.75,150.7916717529297,148.5416717529297,149.5,93.20551300048828,5292031
2010-11-30,149.8333282470703,154.4166717529297,148.375,153.3333282470703,95.59538269042969,5271912
2010-12-01,153.3333282470703,155.8333282470703,151.75,155.2916717529297,96.81629943847656,3745135
2010-12-02,156.5833282470703,156.6666717529297,151.6666717529297,152.4166717529297,95.02388000488281,4355982
2010-12-03,153.2916717529297,154.9583282470703,152.75,154.2916717529297,96.19287109375,3502736
2010-12-06,155.3333282470703,157.3333282470703,154.6666717529297,155.875,97.18000793457031,4237836
2010-12-07,156.2916717529297,160.7083282470703,155.7916717529297,159.6666717529297,99.54386138916016,4018008
2010-12-08,159.7916717529297,159.7916717529297,157.625,159.125,99.20616912841797,2635566
2010-12-09,159.75,159.75,155.4166717529297,156.5833282470703,97.62154388427734,1953438
2010-12-10,156.5,162.2916717529297,155.2083282470703,160.3333282470703,99.95954132080078,4042436
2010-12-13,159.9166717529297,165.0,159.3333282470703,163.7083282470703,102.06366729736328,4756578
2010-12-14,164.5,166.5833282470703,164.0833282470703,166.25,103.64823913574219,4161991
2010-12-15,166.5833282470703,166.8333282470703,162.2083282470703,164.125,102.32344055175781,3962752
2010-12-16,164.375,166.5416717529297,163.375,164.9583282470703,102.84295654296875,3527979
2010-12-20,165.0,165.3333282470703,160.0416717529297,160.75,100.21929931640625,1459412
2010-12-21,160.8333282470703,161.8333282470703,158.0833282470703,159.875,99.67376708984375,1762180
2010-12-22,160.3333282470703,161.5,159.9166717529297,160.6666717529297,100.1673355102539,1480603
2010-12-23,161.25,163.3333282470703,160.25,163.125,101.699951171875,1443032
2010-12-24,163.3333282470703,165.8333282470703,162.5,165.2083282470703,102.99881744384766,1585530
2010-12-27,165.8333282470703,166.4166717529297,163.7916717529297,164.1666717529297,102.34941101074219,1833369
2010-12-28,164.1666717529297,164.9583282470703,163.1666717529297,163.75,102.08965301513672,1262710
2010-12-29,164.1666717529297,165.3333282470703,163.875,164.9166717529297,102.81700134277344,2099943
2010-12-30,165.0,169.8333282470703,164.4583282470703,168.5416717529297,105.07701110839844,6130018
2010-12-31,168.0416717529297,168.5416717529297,166.3333282470703,167.2083282470703,104.24571990966797,1451338
2011-01-03,167.8333282470703,168.75,164.625,165.375,103.10270690917969,1342116
2011-01-04,165.2916717529297,168.0833282470703,165.2916717529297,166.7916717529297,103.98596954345703,3174169
2011-01-05,166.5,167.4583282470703,165.0,166.25,103.64823913574219,835621
2011-01-06,166.2916717529297,168.5416717529297,164.625,168.3333282470703,104.9471206665039,3078096
2011-01-07,168.25,169.3333282470703,163.0,164.2083282470703,102.37540435791016,2117685
2011-01-10,164.875,164.875,158.3333282470703,159.4166717529297,99.3880615234375,1854774
2011-01-11,159.1666717529297,162.5,156.7083282470703,158.125,98.58271789550781,2439870
2011-01-12,158.5833282470703,162.25,154.6666717529297,159.5833282470703,99.4919204711914,2521036
2011-01-13,159.5833282470703,159.875,156.25,157.5,98.19309997558594,4044352
2011-01-14,156.6666717529297,160.375,154.4166717529297,155.375,96.8682632446289,2445078
2011-01-17,155.5,157.1666717529297,154.1666717529297,155.875,97.18000793457031,1515738
2011-01-18,155.4166717529297,158.2083282470703,155.4166717529297,157.1666717529297,97.98526000976562,1561732
2011-01-19,157.75,159.375,155.4166717529297,155.9583282470703,97.23192596435547,3131692
2011-01-20,154.1666717529297,158.0833282470703,154.1666717529297,157.1666717529297,97.98526000976562,2222286
2011-01-21,157.5,158.8333282470703,157.375,158.2916717529297,98.68666076660156,2889026
2011-01-24,157.875,161.5,157.875,160.5416717529297,100.08940887451172,1887610
2011-01-25,160.5416717529297,164.7916717529297,160.5416717529297,163.375,101.8558349609375,4650921
2011-01-27,162.75,164.8333282470703,161.6666717529297,162.3333282470703,101.20640563964844,4662642
2011-01-28,161.6666717529297,163.2916717529297,159.4583282470703,159.9583282470703,99.7257080078125,4354972
2011-01-31,158.0,159.5416717529297,156.25,157.5416717529297,98.21906280517578,2286866
2011-02-01,157.7083282470703,158.9583282470703,153.9166717529297,154.375,96.24481201171875,2117569
2011-02-02,155.8333282470703,158.25,149.75,150.2083282470703,93.6470947265625,2940711
2011-02-03,150.4166717529297,152.1666717529297,148.75,151.9166717529297,94.712158203125,2977808
2011-02-04,150.5833282470703,151.4166717529297,146.0416717529297,147.4583282470703,93.47080993652344,3748426
2011-02-07,148.3333282470703,150.125,147.3333282470703,149.6666717529297,94.87063598632812,2325357
2011-02-08,151.5416717529297,151.625,144.2916717529297,145.125,91.99178314208984,2052031
2011-02-09,145.6666717529297,146.0416717529297,141.7083282470703,142.7916717529297,90.51271057128906,2794068
2011-02-10,143.2916717529297,144.9166717529297,141.6666717529297,142.0,90.01089477539062,1883808
2011-02-11,142.375,148.9583282470703,142.125,147.375,93.41798400878906,3307017
2011-02-14,149.6666717529297,150.5416717529297,147.6666717529297,148.4166717529297,94.07827758789062,1503505
2011-02-15,149.1666717529297,151.6666717529297,147.9583282470703,150.75,95.5573501586914,2400494
2011-02-16,151.0,151.875,150.0833282470703,151.3333282470703,95.9271240234375,2474599
2011-02-17,151.5416717529297,151.5833282470703,149.2916717529297,150.7083282470703,95.53092193603516,602318
2011-02-18,150.5,151.375,147.7916717529297,149.2083282470703,94.58009338378906,3297218
2011-02-21,147.5833282470703,148.625,145.2916717529297,147.2083282470703,93.31233978271484,1744862
2011-02-22,146.3333282470703,147.8333282470703,145.4166717529297,146.5416717529297,92.8897476196289,2172444
2011-02-23,145.8333282470703,147.3333282470703,143.4583282470703,144.0833282470703,91.33145141601562,1383036
2011-02-24,141.875,144.7916717529297,141.6666717529297,142.4583282470703,90.30142974853516,3014625
2011-02-25,142.7083282470703,144.5,140.25,141.5416717529297,89.72037506103516,1628618
2011-02-28,141.6666717529297,146.5,140.9583282470703,141.5416717529297,89.72037506103516,2669386
2011-03-01,143.375,151.6666717529297,142.25,151.125,95.7950439453125,4547804
2011-03-03,150.0,153.0833282470703,145.9166717529297,148.375,94.05186462402344,2329243
2011-03-04,148.8333282470703,151.0833282470703,148.5,149.2916717529297,94.6329345703125,2192590
2011-03-07,148.2916717529297,151.0833282470703,145.9166717529297,150.4583282470703,95.3724594116211,1518444
2011-03-08,149.1666717529297,151.3333282470703,148.6666717529297,150.125,95.16114807128906,686125
2011-03-09,150.5,150.9166717529297,147.6666717529297,148.125,93.8934326171875,930722
2011-03-10,148.3333282470703,148.4583282470703,145.7083282470703,146.5,92.86335754394531,1105700
2011-03-11,146.2083282470703,147.3333282470703,144.25,145.5416717529297,92.2558822631836,1693838
2011-03-14,146.0416717529297,148.9166717529297,145.8333282470703,148.2916717529297,93.9990463256836,1550019
2011-03-15,146.2083282470703,147.375,144.1666717529297,145.75,92.38794708251953,1741938
2011-03-16,146.625,148.75,145.9583282470703,147.9583282470703,93.78775024414062,978834
2011-03-17,146.9166717529297,147.8333282470703,145.5,146.2916717529297,92.73129272460938,809139
2011-03-18,147.4166717529297,147.5,144.7083282470703,145.2083282470703,92.04458618164062,984092
